Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
40,45,1903.3577136825497
38,45,3114.940918039748
54,17,3295.644579598551
41,46,2053.3888492002616
38,19,1160.7331496770641
52,13,2207.065358056645
40,46,1351.5512254888522
30,17,644.0861768760612
18,17,1120.154328055015
50,35,1002.4921234437369
4,13,2638.148643368875
26,35,2609.306489835206
17,18,3356.840790019841
35,27,5043.355708398936
12,46,1854.3622255227529
29,27,3384.487891459409
38,10,1186.6282288786995
12,13,328.2952829357348
22,46,852.5051904093446
26,18,4447.872916187986
52,46,3179.2832854454427
13,46,2520.4310744401373
48,27,3550.9145153717764
29,35,670.4073630369105
29,49,2149.6937781065053
37,18,3421.121338604266
55,46,1562.2924458012444
7,46,1467.0562446814952
21,27,5041.873006670491
46,49,4383.821663052613
12,45,1600.8466847480222
31,27,4452.981741013075
33,45,1989.17375867772
26,27,3058.1900776671137
2,45,2934.572227341657
8,10,1385.4308501351013
11,27,4890.622933360296
55,13,2080.445401492911
20,49,2168.6693328262327
18,19,322.3249622463768
41,18,1572.2322832489688
14,27,3076.7614993288826
35,13,2586.034011989607
45,35,906.7488980692231
19,27,2672.531114532085
58,19,1462.005794679946
26,17,2977.525990920069
32,49,1688.378038214198
45,46,2117.173935263769
55,49,2887.6667521145096
37,49,2599.213013021781
46,46,3222.046369220791
60,46,2042.813056473752
19,18,2442.964372699311
15,46,2440.8752640994885
10,18,3657.64205910897
5,17,101.15990114994861
49,10,-725.2805294859361
18,27,5376.044677521849
40,49,860.9021931267246
59,45,3607.0781497031485
28,35,3825.570011353596
6,19,-717.6906431681684
11,19,2719.7671573009056
27,46,1996.3764168357243
43,27,2324.1805682263753
38,18,2190.3722211768763
16,49,3685.5077900162023
14,27,3900.1387555707515
17,49,890.5375411122939
20,45,1976.3776193999415
40,45,1444.5721519513063
43,45,1323.1471275363424
15,45,1453.0660503056697
52,46,1650.906016337322
17,10,693.2863753257777
31,45,3574.7641338420744
60,45,1252.9912603074395
18,35,1607.5391207329199
21,27,2503.675818639319
9,35,1091.761945985997
26,35,2217.273067839576
47,18,1789.296283998766
39,46,3190.990623729256
51,35,1766.630615264029
40,35,4030.930234354888
19,45,3529.748359035012
7,46,979.3682325624084
8,27,2811.999217116695
4,13,537.7756040438028
41,18,1679.2802144620455
15,49,4155.7816613896775
43,18,2174.5118477225105
18,13,2038.1372228083023
51,46,1667.4150684314077
13,35,1519.0710575338371
38,45,788.2390402726867
43,45,873.2804398990154
38,27,2345.3966103508205
3,13,610.7439886238928
47,17,2251.3844231290927
50,10,50.0506605810358
2,46,2670.72746285007
18,17,1133.6868637394468
