Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
6,18,2012.0382514356575
2,17,2016.9655555000393
43,17,1648.3966958843241
57,18,1324.9095811726606
58,17,3970.871510584751
56,46,3161.3790281030697
52,45,3981.4123252941326
20,18,2002.4000612198613
52,49,1616.2023854867866
29,18,1956.858197955576
54,13,2912.8105487361195
5,45,2982.0018702255747
34,35,3108.8597530137836
3,27,2978.749315353744
32,10,191.7561861232511
10,45,2025.3776752871363
40,35,903.7168239095951
51,18,606.1510183148372
30,19,424.648062121242
58,17,3792.5125760706524
49,17,4253.641563214993
24,19,131.10546305786946
55,17,1651.580336119561
13,17,1935.9893435528884
51,17,982.9087976852385
26,45,1645.3443020074121
54,27,2988.2436305124425
32,17,3061.656737431129
31,18,3026.7186669011558
48,17,585.1426356256412
20,49,2799.0791727686656
1,46,3677.387100276194
56,49,1647.01238964062
13,27,2890.9303233035503
3,17,2394.3151013707625
47,27,5847.626511678275
32,46,2558.139083237006
57,49,1541.8697560499838
30,45,3033.2760684606437
49,13,792.1825838003896
4,19,250.37917898554878
48,35,633.4745069713347
16,13,3572.1328419753286
19,18,3033.838467351876
42,45,3872.0706715338333
24,17,865.9883465265543
19,49,2850.298955494286
46,13,2873.794303017485
45,10,570.8660316848498
8,35,2038.6566023591326
37,35,1367.427822641915
30,45,770.943426516276
23,18,603.398063519773
30,18,1986.3133152754713
44,18,1872.2290817923845
45,35,1644.8133806875294
4,13,2428.2723453808026
27,46,2604.6803474795092
43,17,3964.081938311909
39,19,368.3849236156088
6,19,282.84571461376703
15,27,4123.555903557652
57,17,4154.77600735494
8,46,1555.8890450247889
40,17,4222.823897834205
12,10,569.5831598941276
48,17,2559.3006149873004
9,45,3551.3161893277825
21,49,1562.7485210617672
25,35,3052.6768159800545
13,17,1346.4980473291155
43,19,131.10546305786946
22,45,1751.7527600051058
46,19,233.1960875445808
30,10,478.2418332811665
25,46,2851.9044443856387
41,49,2035.0565562149422
24,45,1452.4421631700634
50,46,3165.2695646632183
45,13,4037.4819577595963
54,45,1993.5452115539053
10,19,416.44754747628446
20,17,2038.133719114561
32,46,2561.4467128719148
52,49,1360.594073714689
58,45,1715.0725843933192
46,27,2930.9618387261235
18,18,1894.267226109942
35,46,2064.691556594651
31,35,777.0455895681774
40,27,2860.6152172912616
50,19,238.77781578205585
6,46,2485.1252393325294
31,35,3028.2642414844713
45,49,875.695794331306
13,45,3071.5786658999427
50,45,1384.098664629451
18,10,277.91280919350373
54,49,3137.3412855708702
18,18,2840.2710761245476
9,45,902.2006281302379
13,18,3014.6762860814115
9,46,1760.1671358165177
53,19,249.22170983221287
45,49,3650.844569382067
15,35,695.9549341080399
21,19,569.6601924444982
14,27,5187.568797377279
9,46,1645.3608736167755
45,27,1004.5334104809253
32,46,1147.1384501002242
12,35,1973.6370002429412
32,13,2076.449976603287
55,18,3882.2475098507643
1,35,3731.4200701725845
15,49,1275.7688914323235
42,45,3916.489322543726
31,13,1188.3474229643894
33,18,1444.4887613584706
59,46,2602.5052043458136
45,10,423.69725565881237
7,13,1978.3288348364263
45,18,3084.2140738039952
33,27,5847.626511678275
15,10,150.36902237243257
46,13,1457.0357364983342
3,45,3333.8795280788804
49,18,2675.6249016222796
60,45,1918.5486137429295
10,49,2747.4094915708197
51,49,696.5948189368547
40,18,1645.8942288310668
20,18,3030.359737981749
45,13,1824.1021232611272
2,35,2647.3195039680345
9,46,3774.543709141562
55,27,5202.990309788812
23,18,2465.519753440082
31,10,366.3987435058635
3,10,243.1396096548128
14,46,3053.801235099612
23,17,2023.3045738635897
3,45,2759.6789269985206
13,35,1561.1641287078164
45,27,1340.8260188005554
46,35,1365.7279525520319
57,49,3892.730429416604
12,49,1559.747242560731
58,13,2516.891159719566
18,17,1930.538016174552
52,49,1008.5047200643583
24,18,2472.500372153583
43,27,4822.434865164573
18,19,419.4639447757683
32,17,1392.3055833830524
7,17,590.4992558255013
3,13,4046.016473453392
59,17,1645.4889635360641
24,49,4060.1543561764825
16,18,1646.1449269191894
44,13,2567.5052357609475
28,10,131.10546305786946
28,19,131.10546305786946
22,45,892.1610689121434
56,46,3137.9790750449506
39,49,3128.126342990068
37,19,172.2232136827535
11,10,569.7347910639961
2,45,3677.165034014851
42,18,1439.8277303543714
57,27,2848.0032370128306
21,49,3820.123801026948
28,17,3771.1108908797387
55,17,1918.0153413782398
48,49,3762.3416218451707
19,45,2842.5023041017967
43,45,3953.032069697456
18,46,1358.082685418356
42,18,2538.880908883245
45,46,4059.8025373404066
30,45,2950.780045900074
57,13,1400.172446962602
9,10,383.07800494451243
9,27,2978.240304296586
44,35,1947.9880836893194
6,27,4252.081495804886
26,49,3113.391387264671
32,13,2533.117823428536
12,46,2113.7567690499764
46,10,495.33634221226384
52,13,1398.8475495108682
42,45,3819.3508301611523
8,35,656.3049850259251
47,18,3469.200958085144
28,10,258.0953621798568
22,46,1941.1465972297437
7,27,2932.5234369582668
13,45,3580.7791850971857
32,18,3490.1592898608874
14,17,4064.788200700013
28,19,131.10546305786946
41,17,1658.866483865024
8,49,2742.2157618489523
47,45,2572.1736656107546
53,19,248.25173812366936
19,35,3882.853420863943
14,45,2423.087221859193
33,19,570.6212719273022
51,45,1878.371599066636
27,18,729.6760218990437
4,46,664.3356522581955
13,49,2043.761135390015
16,27,5846.347860338657
3,27,5846.347860338657
38,35,2735.9846735735837
23,27,1276.6061463808387
11,19,496.1542136771766
9,35,2885.892507097234
40,45,1339.2355465818462
7,17,2958.386688970172
7,35,1543.4061140870638
51,17,1884.926355674467
59,19,569.7303448428363
20,17,3071.5049221934246
13,45,1927.1781717347537
26,49,3611.890788962341
4,17,2036.0898716194827
52,17,3923.1006879745005
60,49,2602.2851292224495
9,19,400.3225077491089
46,49,1360.2783183619636
50,19,172.2232136827535
29,49,4009.964692454062
16,27,5846.347860338657
33,18,2532.640991104972
7,10,513.3978030514712
22,46,3875.1155284226534
39,49,4198.436191295653
21,17,958.3618355773292
42,13,1649.7819648124275
50,19,383.2286417574671
13,27,4059.825333193317
35,18,2564.541513677946
60,18,1551.8766439616832
49,27,2988.2436305124425
42,19,367.17693931996996
38,49,2732.210312496302
4,49,3008.6530573414148
54,45,2614.633619084054
56,49,932.5850103463424
15,18,3577.0367128008797
58,13,3096.6648071632367
21,49,3123.227244301021
5,13,3700.2152529755654
10,27,4233.063926897756
6,45,2408.9089445042537
33,49,1650.1018141536913
37,13,3144.153362179422
49,45,1333.0153554700496
58,13,2707.357329594791
41,18,1638.0011456712848
40,18,1699.0457507623132
51,27,2860.6152172912616
45,10,196.18935990852816
33,10,243.31260260464455
24,45,900.0131829845035
10,10,570.2127075919144
40,35,2061.490977950354
6,17,2950.833123497769
12,19,336.40752665905524
48,27,4123.555903557652
5,27,2887.1611680392643
27,17,1515.7314477849286
37,45,3119.8743755735563
38,45,3971.701457298311
36,46,664.2784808115409
45,46,3159.3240749653273
5,17,2407.216897503265
28,13,4186.508400360196
47,45,1351.3777013746937
21,45,2605.078046215582
20,27,2984.746799153856
35,45,3124.8369273794624
23,13,672.3990097806396
56,17,2007.0924707568981
9,13,2026.0046766509645
26,27,2937.4382499392027
49,18,2528.238381154162
52,27,2974.39746407381
44,27,2937.4382499392027
9,18,2420.579956137891
3,49,1935.7991621473388
42,17,2043.898287280017
13,27,5846.347860338657
32,13,2042.7957333946893
16,35,1384.069014762603
27,46,793.8049093662328
28,10,383.0181504696877
49,10,381.2752465151183
37,46,1958.6525217094043
26,18,3492.6832868053198
12,18,3645.7056330178607
6,13,2378.2908110377703
45,10,366.03499400274626
30,49,1498.2380005453958
24,49,876.654075277381
41,27,994.6505842695416
2,19,262.1325246733499
9,10,448.50149856145
33,10,197.66493352267946
22,45,1991.8570292183056
53,13,2553.419923826391
1,49,2747.669941999367
32,13,2112.890651632031
30,18,597.7173957226192
60,45,3131.3453633997783
14,49,1443.4569953887558
2,35,908.1601499407126
10,17,2037.7187690240742
34,46,1726.7576395764
18,17,1353.707618306706
16,49,1142.6276839382067
25,18,1329.2445780674338
35,10,219.99209045811196
11,13,2108.6112574657495
41,19,568.613990130881
16,45,1366.0073395684476
50,18,3502.9135059715227
23,18,875.3363414929213
37,13,2508.8498867386043
24,27,5194.701498940906
16,35,3046.828583412139
27,45,1649.0225256844287
33,45,2539.017531998306
29,45,2063.9089290684365
8,49,2446.4551577487546
31,46,1140.6448793506108
34,19,462.1024306566965
30,27,1441.9643017095464
33,35,4049.2091882158047
24,18,1953.1742777791992
54,35,2891.1023072362254
12,49,2788.671344732853
54,46,4037.7977308539766
59,13,786.8605653825886
50,19,262.71319534820725
31,27,4729.2045075746055
29,27,4363.052895907468
60,49,2947.493061864306
8,17,3000.9243934971546
49,13,3882.8381738894723
33,46,3758.3225281927753
35,13,671.0401009920306
36,17,1647.1117564237136
51,35,2705.1396937499867
36,46,1649.8180775845897
35,46,2626.290866903998
30,27,2990.302954164376
49,17,597.0199985781204
8,18,3625.9350599817
9,13,3705.495739627688
19,18,2002.107363634513
21,10,131.10546305786946
41,45,1650.555524115954
10,13,1843.932794985669
12,18,581.4680151128415
26,49,1967.7760397765114
44,13,2853.504652613684
28,49,1657.3716048550707
41,27,5847.626511678275
29,35,2008.1180248379262
42,19,568.79471994136
60,18,2665.919873486707
2,45,3000.902372130274
51,46,2036.8853145821904
3,13,2953.6061355108995
39,45,3649.787795713544
5,10,131.10546305786946
6,27,5846.347860338657
32,35,1296.0975227089089
41,45,2000.9358874525071
53,49,2098.8031276587785
57,19,366.24387010549015
23,46,1646.6907798974755
52,45,4155.697921113861
14,45,648.3904189661569
9,35,2805.486833053689
28,45,2575.491318798351
25,46,3714.816243924759
7,35,1939.8736136297862
25,49,1647.7971263648878
52,19,570.4511107892527
52,27,1410.1720497918425
28,46,3099.2235413541143
36,35,632.6765612192468
25,17,3752.1311492200566
7,27,2989.793943107218
57,17,3096.2806022703962
3,18,3518.9580706497973
23,17,2736.6205225726358
41,35,3638.0257412010023
6,35,774.286131514311
8,45,1649.8180775845897
29,17,2519.717422252292
6,13,2386.426470829298
52,10,269.38317450038403
2,17,2792.8528701367463
18,45,656.241185821756
16,49,1499.8112152780407
29,10,569.028911026478
1,19,250.20618603571702
27,35,2563.1584676739444
17,18,3644.813324989476
39,13,2897.3331489922166
59,45,1127.4086032350876
52,13,1635.3749406206223
40,27,5742.0761778787555
54,13,2867.2278019550167
46,45,1649.0225256844287
14,49,1645.6114669671506
50,49,3171.3523930679353
15,10,372.46265555262136
27,27,2556.370802917628
6,49,2036.2211934571617
2,18,3216.1193261141284
51,49,783.3674717837625
7,17,3659.7913250511506
45,49,1646.9579448572135
6,45,2010.8189035667604
36,35,1953.5287939040454
25,45,3099.058420920025
52,46,2544.1942700228765
47,17,3873.7673856386064
30,17,2037.0299588213047
22,35,3896.001071848218
30,27,2984.746799153856
3,35,4073.53993530014
45,17,866.2947387859255
54,27,5847.626511678275
8,18,2877.6221673990553
44,46,2618.5054291032066
39,35,862.5211320178448
32,49,2058.171724968449
27,49,2953.9361379630136
54,13,2008.2507479410333
41,49,2045.6412083907933
49,13,2209.868205105819
5,18,1239.0567226396186
56,45,3954.997955804347
13,13,2030.9600000265555
29,17,2966.754307332376
24,49,1368.162144133713
34,18,3081.352335285127
37,35,2020.1184821205898
8,27,4817.287182903164
57,45,2040.9538974819093
18,49,1645.6280385765137
25,18,2697.4659776658427
53,49,1291.0699674419293
59,18,3685.514578479263
52,46,2897.642906763046
20,10,131.10546305786946
36,19,382.58130070024276
24,17,2852.108692621693
28,18,3062.4789264008664
11,17,2802.3500059006883
1,46,2415.721964195456
34,27,4233.063926897756
50,27,1106.5804300646344
44,13,1955.0998510426257
59,35,1198.593338687194
48,45,648.3807586051449
21,18,2768.244340536748
42,10,570.8766003572789
23,46,1446.4401213113035
30,18,3376.99362900307
22,35,633.1402014143781
1,45,1918.6978411708883
8,17,2770.292011971426
28,18,3682.2033604817575
51,18,729.4362977775637
5,17,3989.542507996726
56,49,1931.407381974498
2,18,1435.4273174012296
45,17,3761.135239374046
9,13,790.2078670156293
54,18,3033.316821687501
9,10,568.8078377073126
53,45,1561.291514778704
55,17,3144.2925793490967
9,18,2572.886039160398
11,19,232.54936681948132
50,45,1499.0915304029634
23,17,2938.0501340689375
22,49,2599.626699064099
23,46,3112.658505217301
29,49,2883.7827397713304
38,46,2529.283436373704
13,46,2036.3544553815088
43,49,2986.0977504558878
28,49,1562.911788044719
8,49,1371.4795162003456
33,46,2539.017531998306
10,49,2817.879330174203
58,17,2620.000586477964
50,17,3971.0819026553218
58,45,2644.0422534094473
8,13,2952.0770213649307
17,10,131.10546305786946
39,35,4221.025148320127
45,10,267.8363757451836
18,18,1897.0785634570698
27,19,569.9924635711697
25,35,1362.865626065204
59,35,2587.1419156258535
28,35,3042.588433431763
30,46,665.1593858215125
39,18,872.3867768915026
41,13,1399.2953472251372
11,10,131.10546305786946
58,45,3971.8309570985457
50,46,1918.667069549102
34,13,2059.699119269098
44,27,2860.106206234104
39,45,3090.9228306113628
25,45,2851.3794019488055
49,49,2571.5166073138416
25,18,814.1297731957443
9,27,4257.927852536971
44,19,381.4320445348439
42,18,582.6002664218857
59,46,924.579409888625
43,13,2718.748562332772
47,10,569.1770739507265
48,18,1975.662093452907
12,45,774.8599556475434
43,18,1986.3935728433214
55,18,3087.2737475704857
21,27,2978.240304296586
13,35,4059.8485336137614
30,27,5846.347860338657
20,49,2850.6242212785105
27,17,600.7109921261269
14,18,3945.5206583338863
59,35,1644.3090547239115
60,17,2789.4538169398584
18,19,410.73117528369306
39,17,3730.4798661148648
7,49,1935.0203306162307
8,27,5846.347860338657
51,45,1972.9592587635907
16,35,1340.1998144935392
12,13,1647.167119071117
48,10,510.4489586415192
42,27,5847.626511678275
21,45,2862.4323485237105
29,35,2046.931500559415
11,13,4068.8741862906445
31,49,2088.9901185691397
35,19,371.857379024234
58,17,970.4010381488587
43,49,2802.6964354284237
2,35,2378.0694764271598
37,10,131.10546305786946
24,18,1404.4736898080994
59,49,1330.36897986529
22,49,700.2484467922553
24,17,735.6255671623985
24,35,1504.6385660052683
21,27,5201.711658449193
58,27,2937.4382499392027
36,18,1636.6712393905848
45,27,4364.331547247087
1,18,2896.740545203314
35,27,2907.2301545096516
43,19,570.7237981900154
24,19,358.12133150842993
50,49,2614.779308668315
31,45,1080.288321268065
60,45,1385.1248031457178
36,13,1407.1380291779349
21,13,3091.934424440645
16,45,1377.36541706051
2,17,3724.7063507244316
58,27,4123.555903557652
51,46,1724.397935093162
59,49,1285.592078897974
42,18,1647.4291250273084
57,18,598.4430526332669
48,35,1738.4083425786666
46,45,2573.5916911938803
30,19,279.9803625016397
56,17,3147.3106779709265
25,27,2861.7690206326033
20,13,2063.8965768923595
25,13,1456.4192356198691
18,49,2914.7870669740632
45,17,585.1426356256412
12,35,2706.450090315324
19,10,131.10546305786946
25,46,2703.483757334082
17,46,1967.6341623418598
52,46,2548.8400230565912
54,17,3092.4000453233875
45,10,569.0394796989074
19,49,1944.5640113372217
39,27,5847.626511678275
23,49,1544.6487546537887
58,27,2854.989324526007
28,13,1627.120242931963
31,13,2601.8929322757213
57,18,2487.834517026991
27,46,788.2814710915504
42,46,1653.130652338856
32,27,2189.6385774034866
34,13,3719.531981580592
29,49,2095.4527147945614
46,18,1806.7000300770917
1,10,131.10546305786946
15,27,5846.347860338657
17,27,4071.1527838906377
10,46,2419.8965476320577
26,27,4729.2045075746055
2,49,1750.7162213846323
54,10,275.18305766097984
14,13,2388.1069098604075
33,10,271.64312566697515
20,35,3886.8514799057843
3,27,5743.725166381488
5,46,1955.9572635428933
41,27,2810.641246767176
29,10,368.6334135846906
59,17,1321.3176614792583
46,10,240.80525782527909
9,13,797.6693117124508
6,45,770.4341984944491
15,35,2453.4255061449057
37,27,1047.304969090301
28,27,4071.1527838906377
28,27,4240.14922866278
38,17,1341.422534385567
34,27,1480.7779049770388
52,35,1063.1554442723066
34,13,1397.2987358039454
23,18,1637.4086859219492
24,46,2549.964535560953
50,46,966.0419252412087
49,35,2568.7734612580716
20,35,2017.7109984865228
19,27,4219.05133583375
54,45,3109.8991924886404
9,10,570.7361447118681
57,18,2064.244941291185
10,49,1957.5821696035052
23,49,2051.006503390807
28,49,3598.151287114316
51,13,2601.541914155436
45,19,232.72235976931313
18,27,5730.972838099072
29,13,2082.6515794311017
17,27,5753.8696048628935
22,17,2597.894144795544
22,17,584.8083300686848
1,13,2882.398333434687
35,27,1003.7186792654571
33,46,2044.3824976215387
54,35,2871.302052364683
9,13,1685.3680627535941
6,45,2433.8165666215464
49,49,1288.273896053113
43,45,2811.3702938224887
5,17,3985.156350212808
34,45,3138.116021350924
38,17,1347.733197633017
31,17,3086.723342881691
14,35,907.7502231124276
54,49,1276.9028501565285
42,27,2992.8970965449703
8,17,1563.956553231499
59,13,1641.6580962104388
22,35,2610.309915562209
33,35,3772.7384849986884
60,27,5847.626511678275
52,46,3917.2880778508766
2,17,2399.5169361418775
56,49,1654.7523571758784
57,35,2043.527124896184
32,45,1369.9469370693664
30,27,2964.1269832799944
27,27,2862.278031689761
60,27,2978.749315353744
43,49,3943.5974373059803
55,35,1649.8128817032598
2,45,2997.619681931409
28,13,3079.2244056641434
40,45,1749.5370573110413
38,45,3139.8160336431774
54,17,4025.9127393948606
41,46,2045.042966659632
38,19,367.60786261387
52,13,2507.5350078386846
40,46,1253.9194721646775
30,17,1114.3392662796218
18,17,1756.1658902170143
50,35,1296.6974994321922
4,13,2984.2941265299514
26,35,2858.7236488453477
17,18,3026.7158035090956
35,27,5847.626511678275
12,46,2055.47924933803
29,27,2980.5842229278373
38,10,382.69536971834697
12,13,652.3137107274273
22,46,842.980783921998
26,18,3915.462960390228
52,46,3151.554086610365
13,46,2498.000505566364
48,27,2989.793943107218
29,35,1007.0596221057333
29,49,2038.088940707742
37,18,3086.913862242467
55,46,1365.2741577986174
7,46,1536.5696846135645
21,27,5846.347860338657
46,49,4100.303594712607
12,45,1645.3443020074121
31,27,5219.499983532599
33,45,2009.5047846342195
26,27,2922.0688920673642
2,45,2982.4056179448967
8,10,512.1328852659798
11,27,5846.347860338657
55,13,2530.3080286972126
20,49,2068.072434896564
18,19,280.1533554514715
41,18,1152.3387439804317
14,27,2860.106206234104
35,13,2877.26251804659
45,35,907.2883811666622
19,27,1983.6585331552103
58,19,379.54213313955137
26,17,3732.23807319953
32,49,1357.0184829480536
45,46,2052.136706505115
55,49,2605.202248131831
37,49,2125.2852683813
46,46,3148.1145452849037
60,46,1988.4383310757735
19,18,1993.7052029955794
15,46,2454.4026019263647
10,18,3351.989142535897
5,17,606.5886937485895
49,10,131.10546305786946
18,27,5846.347860338657
40,49,643.374941381711
59,45,3896.5706459229505
28,35,4127.379848292532
6,19,131.10546305786946
11,19,569.4900313064486
27,46,2037.910232637307
43,27,1070.80820608332
38,18,1633.4874033067388
16,49,3674.3789435927797
14,27,4123.555903557652
17,49,673.1063135326285
20,45,2037.9983295264
40,45,1364.7798439057372
43,45,1286.2365779524423
15,45,1646.6126698586597
52,46,1377.0491114766562
17,10,353.94371405331987
31,45,3762.4278273457644
60,45,1286.0576320222185
18,35,1924.7190544744994
21,27,1407.8605041122778
9,35,1288.9968218792271
26,35,2568.895152041266
47,18,1372.4474598391091
39,46,3450.209914354157
51,35,1721.7929347589504
40,35,4227.929329162463
19,45,3723.6470995929635
7,46,1089.534739098907
8,27,2681.807038200549
4,13,1008.2659235363565
41,18,1323.3148250122845
15,49,3902.0352454294584
43,18,1637.9561788511955
18,13,2523.61389679136
51,46,1450.1719441369423
13,35,1656.6506375525123
38,45,648.7247245231134
43,45,773.1895956986489
38,27,1271.6444145791472
3,13,1191.2115879657026
47,17,2853.1910104167414
50,10,229.81814158111084
2,46,2733.671332332102
18,17,1648.3966958843241
52,46,2639.194504029189
40,35,632.6765612192468
31,17,3085.8111792367044
37,45,1996.5291294047975
15,46,4079.4299224728074
39,46,3099.3511524562673
53,45,1975.0798749113121
